 IDnum	Rework_Decision	Logic_board_fail	IO_board_fail	System_State	Rework_Outcome	Rework_Cost
38464	IO_board	Yes	No	Failed	L0_IO1	0.571429
38465	IO_board	Yes	No	Failed	L0_IO1	0.571429
38466	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38467	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38468	IO_board	Yes	No	Failed	L0_IO1	0.571429
38469	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38470	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38471	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38472	IO_board	Yes	No	Failed	L0_IO1	0.571429
38473	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38474	Logic_board	No	No	Operational	L0_IO0	1
38475	IO_board	Yes	No	Failed	L0_IO1	0.571429
38476	IO_board	Yes	Yes	Failed	L0_IO0	1
38477	IO_board	Yes	No	Failed	L0_IO1	0.571429
38478	IO_board	Yes	No	Failed	L0_IO1	0.571429
38479	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38480	IO_board	Yes	No	Failed	L0_IO1	0.571429
38481	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38482	Logic_board	Yes	Yes	Failed	L0_IO0	1
38483	Logic_board	No	No	Operational	L0_IO0	1
38484	IO_board	Yes	No	Failed	L0_IO1	0.571429
38485	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38486	IO_board	Yes	No	Failed	L0_IO1	0.571429
38487	Logic_board	No	No	Operational	L0_IO0	1
38488	IO_board	Yes	No	Failed	L0_IO1	0.571429
38489	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38490	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38491	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38492	IO_board	No	No	Operational	L0_IO0	1
38493	IO_board	Yes	No	Failed	L0_IO1	0.571429
38494	Logic_board	Yes	Yes	Failed	L0_IO0	1
38495	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38496	IO_board	Yes	No	Failed	L0_IO1	0.571429
38497	IO_board	No	No	Operational	L0_IO0	1
38498	IO_board	Yes	No	Failed	L0_IO1	0.571429
38499	IO_board	Yes	Yes	Failed	L0_IO0	1
38500	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38501	Logic_board	No	No	Operational	L0_IO0	1
38502	IO_board	Yes	Yes	Failed	L0_IO0	1
38503	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38504	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38505	IO_board	Yes	Yes	Failed	L0_IO0	1
38506	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38507	Logic_board	Yes	Yes	Failed	L0_IO0	1
38508	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38509	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38510	Logic_board	Yes	Yes	Failed	L0_IO0	1
38511	IO_board	Yes	No	Failed	L0_IO1	0.571429
38512	IO_board	Yes	No	Failed	L0_IO1	0.571429
38513	Logic_board	Yes	Yes	Failed	L0_IO0	1
38514	Logic_board	Yes	Yes	Failed	L0_IO0	1
38515	IO_board	Yes	No	Failed	L0_IO1	0.571429
38516	IO_board	Yes	No	Failed	L0_IO1	0.571429
38517	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38518	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38519	IO_board	No	No	Operational	L0_IO0	1
38520	IO_board	Yes	No	Failed	L0_IO1	0.571429
38521	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38522	IO_board	Yes	No	Failed	L0_IO1	0.571429
38523	IO_board	Yes	No	Failed	L0_IO1	0.571429
38524	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38525	IO_board	Yes	No	Failed	L0_IO1	0.571429
38526	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38527	IO_board	Yes	No	Failed	L0_IO1	0.571429
38528	IO_board	Yes	No	Failed	L0_IO1	0.571429
38529	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38530	IO_board	No	No	Operational	L0_IO0	1
38531	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38532	Logic_board	Yes	Yes	Failed	L0_IO0	1
38533	IO_board	Yes	No	Failed	L0_IO1	0.571429
38534	IO_board	Yes	No	Failed	L0_IO1	0.571429
38535	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38536	IO_board	Yes	No	Failed	L0_IO1	0.571429
38537	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38538	IO_board	Yes	No	Failed	L0_IO1	0.571429
38539	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38540	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38541	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38542	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38543	IO_board	Yes	No	Failed	L0_IO1	0.571429
38544	IO_board	Yes	No	Failed	L0_IO1	0.571429
38545	IO_board	Yes	No	Failed	L0_IO1	0.571429
38546	IO_board	Yes	No	Failed	L0_IO1	0.571429
38547	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38548	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38549	Logic_board	Yes	Yes	Failed	L0_IO0	1
38550	IO_board	Yes	No	Failed	L0_IO1	0.571429
38551	IO_board	Yes	Yes	Failed	L0_IO0	1
38552	IO_board	No	No	Operational	L0_IO0	1
38553	Logic_board	Yes	Yes	Failed	L0_IO0	1
38554	IO_board	Yes	No	Failed	L0_IO1	0.571429
38555	IO_board	Yes	No	Failed	L0_IO1	0.571429
38556	Logic_board	Yes	Yes	Failed	L0_IO0	1
38557	IO_board	Yes	No	Failed	L0_IO1	0.571429
38558	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38559	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38560	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38561	Logic_board	Yes	Yes	Failed	L0_IO0	1
38562	IO_board	Yes	Yes	Failed	L0_IO0	1
38563	IO_board	No	Yes	Failed	L1_IO0	0
38564	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38565	Logic_board	Yes	Yes	Failed	L0_IO0	1
38566	Logic_board	Yes	Yes	Failed	L0_IO0	1
38567	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38568	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38569	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38570	IO_board	Yes	No	Failed	L0_IO1	0.571429
38571	IO_board	Yes	Yes	Failed	L0_IO0	1
38572	IO_board	Yes	No	Failed	L0_IO1	0.571429
38573	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38574	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38575	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38576	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38577	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38578	Logic_board	No	No	Operational	L0_IO0	1
38579	IO_board	Yes	No	Failed	L0_IO1	0.571429
38580	Logic_board	No	No	Operational	L0_IO0	1
38581	Logic_board	No	No	Operational	L0_IO0	1
38582	IO_board	Yes	No	Failed	L0_IO1	0.571429
38583	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38584	Logic_board	No	No	Operational	L0_IO0	1
38585	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38586	Logic_board	No	No	Operational	L0_IO0	1
38587	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38588	IO_board	Yes	No	Failed	L0_IO1	0.571429
38589	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38590	IO_board	Yes	No	Failed	L0_IO1	0.571429
38591	Logic_board	Yes	Yes	Failed	L0_IO0	1
38592	IO_board	Yes	No	Failed	L0_IO1	0.571429
38593	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38594	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38595	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38596	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38597	Logic_board	No	No	Operational	L0_IO0	1
38598	IO_board	No	No	Operational	L0_IO0	1
38599	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38600	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38601	IO_board	No	No	Operational	L0_IO0	1
38602	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38603	IO_board	Yes	Yes	Failed	L0_IO0	1
38604	Logic_board	Yes	Yes	Failed	L0_IO0	1
38605	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38606	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38607	IO_board	Yes	Yes	Failed	L0_IO0	1
38608	IO_board	Yes	No	Failed	L0_IO1	0.571429
38609	IO_board	Yes	No	Failed	L0_IO1	0.571429
38610	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38611	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38612	Logic_board	No	No	Operational	L0_IO0	1
38613	IO_board	Yes	No	Failed	L0_IO1	0.571429
38614	IO_board	Yes	No	Failed	L0_IO1	0.571429
38615	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38616	IO_board	Yes	No	Failed	L0_IO1	0.571429
38617	IO_board	Yes	No	Failed	L0_IO1	0.571429
38618	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38619	IO_board	Yes	No	Failed	L0_IO1	0.571429
38620	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38621	IO_board	No	No	Operational	L0_IO0	1
38622	IO_board	No	No	Operational	L0_IO0	1
38623	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38624	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38625	IO_board	Yes	No	Failed	L0_IO1	0.571429
38626	IO_board	Yes	No	Failed	L0_IO1	0.571429
38627	IO_board	Yes	Yes	Failed	L0_IO0	1
38628	IO_board	No	No	Operational	L0_IO0	1
38629	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38630	IO_board	Yes	No	Failed	L0_IO1	0.571429
38631	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38632	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38633	IO_board	Yes	No	Failed	L0_IO1	0.571429
38634	IO_board	Yes	No	Failed	L0_IO1	0.571429
38635	IO_board	Yes	No	Failed	L0_IO1	0.571429
38636	Logic_board	Yes	Yes	Failed	L0_IO0	1
38637	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38638	IO_board	Yes	No	Failed	L0_IO1	0.571429
38639	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38640	Logic_board	Yes	Yes	Failed	L0_IO0	1
38641	IO_board	Yes	No	Failed	L0_IO1	0.571429
38642	IO_board	Yes	No	Failed	L0_IO1	0.571429
38643	IO_board	Yes	No	Failed	L0_IO1	0.571429
38644	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38645	IO_board	Yes	No	Failed	L0_IO1	0.571429
38646	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38647	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38648	IO_board	Yes	No	Failed	L0_IO1	0.571429
38649	Logic_board	No	No	Operational	L0_IO0	1
38650	IO_board	Yes	Yes	Failed	L0_IO0	1
38651	Logic_board	Yes	Yes	Failed	L0_IO0	1
38652	IO_board	Yes	Yes	Failed	L0_IO0	1
38653	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38654	IO_board	Yes	No	Failed	L0_IO1	0.571429
38655	IO_board	Yes	Yes	Failed	L0_IO0	1
38656	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38657	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38658	IO_board	Yes	No	Failed	L0_IO1	0.571429
38659	IO_board	Yes	No	Failed	L0_IO1	0.571429
38660	IO_board	No	Yes	Failed	L1_IO0	0
38661	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38662	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38663	IO_board	Yes	Yes	Failed	L0_IO0	1
38664	IO_board	Yes	No	Failed	L0_IO1	0.571429
38665	IO_board	Yes	No	Failed	L0_IO1	0.571429
38666	IO_board	Yes	No	Failed	L0_IO1	0.571429
38667	IO_board	Yes	No	Failed	L0_IO1	0.571429
38668	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38669	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38670	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38671	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38672	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38673	IO_board	Yes	No	Failed	L0_IO1	0.571429
38674	IO_board	No	No	Operational	L0_IO0	1
38675	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38676	IO_board	Yes	No	Failed	L0_IO1	0.571429
38677	IO_board	Yes	No	Failed	L0_IO1	0.571429
38678	Logic_board	Yes	Yes	Failed	L0_IO0	1
38679	IO_board	Yes	No	Failed	L0_IO1	0.571429
38680	IO_board	Yes	No	Failed	L0_IO1	0.571429
38681	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38682	IO_board	Yes	No	Failed	L0_IO1	0.571429
38683	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38684	IO_board	Yes	No	Failed	L0_IO1	0.571429
38685	IO_board	Yes	No	Failed	L0_IO1	0.571429
38686	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38687	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38688	Logic_board	No	No	Operational	L0_IO0	1
38689	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38690	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38691	IO_board	Yes	Yes	Failed	L0_IO0	1
38692	IO_board	Yes	Yes	Failed	L0_IO0	1
38693	IO_board	Yes	No	Failed	L0_IO1	0.571429
38694	IO_board	Yes	No	Failed	L0_IO1	0.571429
38695	IO_board	Yes	Yes	Failed	L0_IO0	1
38696	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38697	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38698	IO_board	Yes	No	Failed	L0_IO1	0.571429
38699	IO_board	Yes	Yes	Failed	L0_IO0	1
38700	IO_board	No	No	Operational	L0_IO0	1
38701	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38702	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38703	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38704	Logic_board	Yes	Yes	Failed	L0_IO0	1
38705	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38706	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38707	IO_board	Yes	Yes	Failed	L0_IO0	1
38708	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38709	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38710	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38711	IO_board	Yes	No	Failed	L0_IO1	0.571429
38712	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38713	Logic_board	No	No	Operational	L0_IO0	1
38714	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38715	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38716	IO_board	No	No	Operational	L0_IO0	1
38717	Logic_board	Yes	Yes	Failed	L0_IO0	1
38718	IO_board	Yes	No	Failed	L0_IO1	0.571429
38719	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38720	IO_board	Yes	No	Failed	L0_IO1	0.571429
38721	IO_board	Yes	No	Failed	L0_IO1	0.571429
38722	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38723	IO_board	Yes	No	Failed	L0_IO1	0.571429
38724	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38725	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38726	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38727	IO_board	Yes	No	Failed	L0_IO1	0.571429
38728	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38729	IO_board	Yes	No	Failed	L0_IO1	0.571429
38730	IO_board	No	No	Operational	L0_IO0	1
38731	Logic_board	Yes	Yes	Failed	L0_IO0	1
38732	Logic_board	No	No	Operational	L0_IO0	1
38733	IO_board	Yes	No	Failed	L0_IO1	0.571429
38734	IO_board	Yes	Yes	Failed	L0_IO0	1
38735	Logic_board	No	No	Operational	L0_IO0	1
38736	Logic_board	Yes	Yes	Failed	L0_IO0	1
38737	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38738	Logic_board	No	No	Operational	L0_IO0	1
38739	IO_board	No	Yes	Failed	L1_IO0	0
38740	Logic_board	Yes	Yes	Failed	L0_IO0	1
38741	IO_board	Yes	No	Failed	L0_IO1	0.571429
38742	IO_board	Yes	No	Failed	L0_IO1	0.571429
38743	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38744	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38745	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38746	IO_board	Yes	Yes	Failed	L0_IO0	1
38747	IO_board	No	Yes	Failed	L1_IO0	0
38748	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38749	IO_board	Yes	No	Failed	L0_IO1	0.571429
38750	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38751	IO_board	Yes	Yes	Failed	L0_IO0	1
38752	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38753	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38754	IO_board	Yes	No	Failed	L0_IO1	0.571429
38755	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38756	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38757	IO_board	Yes	Yes	Failed	L0_IO0	1
38758	Logic_board	Yes	Yes	Failed	L0_IO0	1
38759	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38760	Logic_board	No	No	Operational	L0_IO0	1
38761	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38762	IO_board	Yes	No	Failed	L0_IO1	0.571429
38763	IO_board	Yes	No	Failed	L0_IO1	0.571429
38764	IO_board	Yes	No	Failed	L0_IO1	0.571429
38765	Logic_board	No	No	Operational	L0_IO0	1
38766	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38767	IO_board	Yes	No	Failed	L0_IO1	0.571429
38768	IO_board	Yes	No	Failed	L0_IO1	0.571429
38769	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38770	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38771	IO_board	No	No	Operational	L0_IO0	1
38772	Logic_board	No	No	Operational	L0_IO0	1
38773	IO_board	Yes	No	Failed	L0_IO1	0.571429
38774	IO_board	Yes	Yes	Failed	L0_IO0	1
38775	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38776	IO_board	Yes	No	Failed	L0_IO1	0.571429
38777	IO_board	Yes	No	Failed	L0_IO1	0.571429
38778	IO_board	Yes	Yes	Failed	L0_IO0	1
38779	IO_board	Yes	No	Failed	L0_IO1	0.571429
38780	IO_board	Yes	No	Failed	L0_IO1	0.571429
38781	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38782	IO_board	Yes	No	Failed	L0_IO1	0.571429
38783	IO_board	Yes	Yes	Failed	L0_IO0	1
38784	IO_board	Yes	No	Failed	L0_IO1	0.571429
38785	IO_board	Yes	No	Failed	L0_IO1	0.571429
38786	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38787	IO_board	Yes	No	Failed	L0_IO1	0.571429
38788	IO_board	Yes	Yes	Failed	L0_IO0	1
38789	IO_board	Yes	No	Failed	L0_IO1	0.571429
38790	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38791	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38792	IO_board	No	No	Operational	L0_IO0	1
38793	IO_board	No	No	Operational	L0_IO0	1
38794	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38795	IO_board	Yes	No	Failed	L0_IO1	0.571429
38796	IO_board	Yes	No	Failed	L0_IO1	0.571429
38797	IO_board	Yes	No	Failed	L0_IO1	0.571429
38798	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38799	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38800	IO_board	Yes	No	Failed	L0_IO1	0.571429
38801	IO_board	Yes	No	Failed	L0_IO1	0.571429
38802	IO_board	Yes	Yes	Failed	L0_IO0	1
38803	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38804	IO_board	No	No	Operational	L0_IO0	1
38805	IO_board	Yes	No	Failed	L0_IO1	0.571429
38806	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38807	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38808	IO_board	Yes	No	Failed	L0_IO1	0.571429
38809	Logic_board	No	No	Operational	L0_IO0	1
38810	IO_board	Yes	No	Failed	L0_IO1	0.571429
38811	IO_board	No	No	Operational	L0_IO0	1
38812	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38813	IO_board	Yes	No	Failed	L0_IO1	0.571429
38814	IO_board	Yes	No	Failed	L0_IO1	0.571429
38815	Logic_board	Yes	Yes	Failed	L0_IO0	1
38816	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38817	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38818	IO_board	No	No	Operational	L0_IO0	1
38819	IO_board	Yes	Yes	Failed	L0_IO0	1
38820	IO_board	Yes	Yes	Failed	L0_IO0	1
38821	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38822	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38823	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38824	IO_board	Yes	No	Failed	L0_IO1	0.571429
38825	IO_board	Yes	No	Failed	L0_IO1	0.571429
38826	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38827	IO_board	Yes	Yes	Failed	L0_IO0	1
38828	IO_board	Yes	No	Failed	L0_IO1	0.571429
38829	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38830	Logic_board	Yes	Yes	Failed	L0_IO0	1
38831	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38832	IO_board	Yes	No	Failed	L0_IO1	0.571429
38833	IO_board	Yes	No	Failed	L0_IO1	0.571429
38834	IO_board	No	Yes	Failed	L1_IO0	0
38835	Logic_board	No	No	Operational	L0_IO0	1
38836	IO_board	Yes	Yes	Failed	L0_IO0	1
38837	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38838	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38839	IO_board	Yes	No	Failed	L0_IO1	0.571429
38840	IO_board	Yes	No	Failed	L0_IO1	0.571429
38841	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38842	IO_board	Yes	Yes	Failed	L0_IO0	1
38843	IO_board	No	No	Operational	L0_IO0	1
38844	IO_board	Yes	No	Failed	L0_IO1	0.571429
38845	Logic_board	No	No	Operational	L0_IO0	1
38846	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38847	Logic_board	No	No	Operational	L0_IO0	1
38848	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38849	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38850	IO_board	Yes	Yes	Failed	L0_IO0	1
38851	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38852	IO_board	Yes	No	Failed	L0_IO1	0.571429
38853	IO_board	Yes	No	Failed	L0_IO1	0.571429
38854	IO_board	Yes	No	Failed	L0_IO1	0.571429
38855	IO_board	Yes	No	Failed	L0_IO1	0.571429
38856	IO_board	Yes	No	Failed	L0_IO1	0.571429
38857	IO_board	No	Yes	Failed	L1_IO0	0
38858	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38859	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38860	IO_board	Yes	No	Failed	L0_IO1	0.571429
38861	IO_board	Yes	No	Failed	L0_IO1	0.571429
38862	IO_board	Yes	No	Failed	L0_IO1	0.571429
38863	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38864	Logic_board	No	No	Operational	L0_IO0	1
38865	Logic_board	Yes	Yes	Failed	L0_IO0	1
38866	IO_board	No	Yes	Failed	L1_IO0	0
38867	IO_board	Yes	No	Failed	L0_IO1	0.571429
38868	IO_board	Yes	No	Failed	L0_IO1	0.571429
38869	IO_board	Yes	No	Failed	L0_IO1	0.571429
38870	IO_board	Yes	Yes	Failed	L0_IO0	1
38871	IO_board	No	No	Operational	L0_IO0	1
38872	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38873	Logic_board	Yes	Yes	Failed	L0_IO0	1
38874	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38875	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38876	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38877	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38878	IO_board	Yes	No	Failed	L0_IO1	0.571429
38879	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38880	IO_board	Yes	No	Failed	L0_IO1	0.571429
38881	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38882	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38883	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38884	IO_board	Yes	No	Failed	L0_IO1	0.571429
38885	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38886	Logic_board	Yes	Yes	Failed	L0_IO0	1
38887	IO_board	Yes	No	Failed	L0_IO1	0.571429
38888	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38889	IO_board	No	No	Operational	L0_IO0	1
38890	IO_board	Yes	No	Failed	L0_IO1	0.571429
38891	IO_board	Yes	No	Failed	L0_IO1	0.571429
38892	IO_board	Yes	No	Failed	L0_IO1	0.571429
38893	IO_board	Yes	No	Failed	L0_IO1	0.571429
38894	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38895	IO_board	Yes	Yes	Failed	L0_IO0	1
38896	IO_board	Yes	Yes	Failed	L0_IO0	1
38897	Logic_board	Yes	Yes	Failed	L0_IO0	1
38898	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38899	IO_board	Yes	No	Failed	L0_IO1	0.571429
38900	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38901	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38902	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38903	Logic_board	No	No	Operational	L0_IO0	1
38904	Logic_board	No	No	Operational	L0_IO0	1
38905	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38906	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38907	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38908	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38909	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38910	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38911	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38912	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38913	IO_board	No	No	Operational	L0_IO0	1
38914	IO_board	Yes	No	Failed	L0_IO1	0.571429
38915	Logic_board	Yes	Yes	Failed	L0_IO0	1
38916	IO_board	Yes	No	Failed	L0_IO1	0.571429
38917	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38918	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38919	IO_board	Yes	No	Failed	L0_IO1	0.571429
38920	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38921	IO_board	Yes	No	Failed	L0_IO1	0.571429
38922	Logic_board	No	Yes	Failed	L1_IO0	0.428571
38923	IO_board	Yes	No	Failed	L0_IO1	0.571429
38924	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38925	IO_board	Yes	No	Failed	L0_IO1	0.571429
38926	Logic_board	Yes	Yes	Failed	L0_IO0	1
38927	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38928	Logic_board	No	No	Operational	L0_IO0	1
38929	Logic_board	Yes	No	Failed	L0_IO1	0.285714
38930	IO_board	No	No	Operational	L0_IO0	1
38931	IO_board	Yes	No	Failed	L0_IO1	0.571429
