 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
8330	Install_scrubbers	Yes	Quick	No	0.7
8331	New_cleaner_coal	No	Quick	Yes	1
8332	Install_scrubbers	Yes	Quick	No	0.7
8333	Install_scrubbers	No	Lengthy	No	0.7
8334	New_cleaner_coal	Yes	Quick	Yes	0.4
8335	New_cleaner_coal	Yes	Lengthy	No	0.3
8336	Install_scrubbers	No	Lengthy	No	0.7
8337	Install_scrubbers	Yes	Quick	Yes	0.7
8338	New_cleaner_coal	No	Quick	No	1
8339	New_cleaner_coal	Yes	Quick	No	0.7
8340	New_cleaner_coal	Yes	Quick	Yes	0.4
8341	New_cleaner_coal	Yes	Lengthy	No	0.3
8342	Install_scrubbers	No	Quick	Yes	0.7
8343	Install_scrubbers	Yes	Quick	Yes	0.7
8344	New_cleaner_coal	Yes	Quick	No	0.7
8345	New_cleaner_coal	No	Quick	No	1
8346	Install_scrubbers	No	Quick	Yes	0.7
8347	New_cleaner_coal	No	Quick	Yes	1
8348	Install_scrubbers	Yes	Quick	Yes	0.7
8349	New_cleaner_coal	Yes	Quick	No	0.7
8350	Install_scrubbers	Yes	Quick	No	0.7
8351	New_cleaner_coal	No	Quick	No	1
8352	Install_scrubbers	Yes	Quick	No	0.7
8353	Install_scrubbers	Yes	Quick	Yes	0.7
8354	Install_scrubbers	Yes	Quick	Yes	0.7
8355	New_cleaner_coal	No	Quick	No	1
8356	New_cleaner_coal	Yes	Quick	Yes	0.4
8357	Install_scrubbers	No	Lengthy	No	0.7
8358	New_cleaner_coal	Yes	Quick	No	0.7
8359	New_cleaner_coal	No	Quick	Yes	1
8360	New_cleaner_coal	Yes	Quick	Yes	0.4
8361	New_cleaner_coal	No	Quick	Yes	1
8362	New_cleaner_coal	Yes	Quick	Yes	0.4
8363	New_cleaner_coal	No	Quick	No	1
8364	Install_scrubbers	Yes	Quick	Yes	0.7
8365	New_cleaner_coal	No	Quick	Yes	1
8366	Install_scrubbers	Yes	Quick	Yes	0.7
8367	Install_scrubbers	Yes	Quick	Yes	0.7
8368	Install_scrubbers	No	Lengthy	No	0.7
8369	New_cleaner_coal	Yes	Quick	No	0.7
8370	New_cleaner_coal	Yes	Quick	Yes	0.4
8371	Install_scrubbers	No	Quick	No	0.7
8372	Install_scrubbers	No	Quick	Yes	0.7
8373	New_cleaner_coal	No	Quick	Yes	1
8374	Install_scrubbers	Yes	Quick	No	0.7
8375	New_cleaner_coal	No	Quick	Yes	1
8376	Install_scrubbers	Yes	Quick	Yes	0.7
8377	New_cleaner_coal	No	Quick	Yes	1
8378	New_cleaner_coal	No	Quick	Yes	1
8379	Install_scrubbers	Yes	Lengthy	No	0.7
8380	New_cleaner_coal	Yes	Quick	Yes	0.4
8381	Install_scrubbers	Yes	Quick	Yes	0.7
8382	Install_scrubbers	Yes	Quick	Yes	0.7
8383	Install_scrubbers	Yes	Quick	Yes	0.7
8384	New_cleaner_coal	No	Quick	Yes	1
8385	Install_scrubbers	Yes	Quick	No	0.7
8386	Install_scrubbers	Yes	Quick	Yes	0.7
8387	New_cleaner_coal	Yes	Quick	Yes	0.4
8388	New_cleaner_coal	No	Lengthy	No	1
8389	Install_scrubbers	No	Quick	No	0.7
8390	New_cleaner_coal	No	Quick	Yes	1
8391	Install_scrubbers	No	Lengthy	No	0.7
8392	New_cleaner_coal	No	Lengthy	No	1
8393	New_cleaner_coal	No	Quick	Yes	1
8394	New_cleaner_coal	No	Lengthy	No	1
8395	Install_scrubbers	Yes	Quick	No	0.7
8396	Install_scrubbers	Yes	Quick	Yes	0.7
8397	Install_scrubbers	Yes	Quick	Yes	0.7
8398	Install_scrubbers	No	Lengthy	No	0.7
8399	New_cleaner_coal	Yes	Lengthy	Yes	0
8400	Install_scrubbers	No	Quick	No	0.7
8401	New_cleaner_coal	Yes	Lengthy	No	0.3
8402	New_cleaner_coal	Yes	Quick	No	0.7
8403	New_cleaner_coal	Yes	Quick	Yes	0.4
8404	Install_scrubbers	Yes	Quick	No	0.7
8405	Install_scrubbers	Yes	Quick	Yes	0.7
8406	New_cleaner_coal	No	Lengthy	No	1
8407	New_cleaner_coal	No	Quick	Yes	1
8408	New_cleaner_coal	Yes	Lengthy	No	0.3
8409	New_cleaner_coal	No	Quick	No	1
8410	Install_scrubbers	Yes	Quick	No	0.7
8411	New_cleaner_coal	Yes	Quick	No	0.7
8412	Install_scrubbers	No	Lengthy	No	0.7
8413	Install_scrubbers	Yes	Quick	Yes	0.7
8414	New_cleaner_coal	Yes	Quick	No	0.7
8415	New_cleaner_coal	Yes	Quick	Yes	0.4
8416	Install_scrubbers	No	Quick	Yes	0.7
8417	New_cleaner_coal	Yes	Quick	Yes	0.4
8418	New_cleaner_coal	No	Lengthy	Yes	1
8419	New_cleaner_coal	No	Quick	No	1
8420	New_cleaner_coal	No	Quick	Yes	1
8421	Install_scrubbers	No	Quick	No	0.7
8422	Install_scrubbers	Yes	Lengthy	No	0.7
8423	Install_scrubbers	No	Lengthy	No	0.7
8424	New_cleaner_coal	No	Lengthy	No	1
8425	New_cleaner_coal	No	Quick	Yes	1
8426	New_cleaner_coal	No	Quick	Yes	1
8427	New_cleaner_coal	Yes	Quick	No	0.7
8428	New_cleaner_coal	Yes	Quick	No	0.7
8429	Install_scrubbers	No	Quick	Yes	0.7
8430	New_cleaner_coal	Yes	Quick	No	0.7
8431	New_cleaner_coal	No	Lengthy	No	1
8432	Install_scrubbers	Yes	Quick	No	0.7
8433	New_cleaner_coal	No	Quick	No	1
8434	Install_scrubbers	Yes	Quick	Yes	0.7
8435	New_cleaner_coal	No	Quick	No	1
8436	New_cleaner_coal	No	Quick	Yes	1
8437	New_cleaner_coal	Yes	Lengthy	No	0.3
8438	New_cleaner_coal	No	Quick	No	1
8439	New_cleaner_coal	No	Quick	Yes	1
8440	Install_scrubbers	Yes	Quick	Yes	0.7
8441	New_cleaner_coal	Yes	Quick	No	0.7
8442	Install_scrubbers	Yes	Quick	Yes	0.7
8443	New_cleaner_coal	No	Quick	No	1
8444	Install_scrubbers	Yes	Lengthy	No	0.7
8445	New_cleaner_coal	Yes	Quick	No	0.7
8446	Install_scrubbers	Yes	Quick	Yes	0.7
8447	Install_scrubbers	No	Lengthy	Yes	0.7
8448	New_cleaner_coal	No	Quick	Yes	1
8449	Install_scrubbers	Yes	Quick	No	0.7
8450	New_cleaner_coal	No	Quick	No	1
8451	New_cleaner_coal	Yes	Lengthy	No	0.3
8452	New_cleaner_coal	Yes	Quick	Yes	0.4
8453	New_cleaner_coal	Yes	Quick	No	0.7
8454	New_cleaner_coal	No	Lengthy	No	1
8455	Install_scrubbers	Yes	Quick	No	0.7
8456	New_cleaner_coal	No	Quick	Yes	1
8457	Install_scrubbers	Yes	Quick	Yes	0.7
8458	Install_scrubbers	Yes	Quick	Yes	0.7
8459	Install_scrubbers	Yes	Quick	Yes	0.7
8460	Install_scrubbers	No	Quick	Yes	0.7
8461	New_cleaner_coal	Yes	Quick	Yes	0.4
8462	Install_scrubbers	No	Quick	Yes	0.7
8463	New_cleaner_coal	Yes	Quick	Yes	0.4
8464	Install_scrubbers	Yes	Quick	No	0.7
8465	Install_scrubbers	No	Quick	No	0.7
8466	Install_scrubbers	No	Quick	Yes	0.7
8467	Install_scrubbers	Yes	Quick	No	0.7
8468	New_cleaner_coal	Yes	Quick	No	0.7
8469	New_cleaner_coal	No	Quick	No	1
8470	Install_scrubbers	Yes	Quick	Yes	0.7
8471	New_cleaner_coal	Yes	Quick	No	0.7
8472	Install_scrubbers	Yes	Quick	Yes	0.7
8473	Install_scrubbers	No	Quick	No	0.7
8474	Install_scrubbers	No	Lengthy	No	0.7
8475	New_cleaner_coal	Yes	Quick	No	0.7
8476	Install_scrubbers	No	Quick	Yes	0.7
8477	Install_scrubbers	Yes	Quick	Yes	0.7
8478	Install_scrubbers	Yes	Quick	Yes	0.7
8479	Install_scrubbers	No	Quick	No	0.7
8480	Install_scrubbers	No	Quick	Yes	0.7
8481	New_cleaner_coal	No	Lengthy	No	1
8482	New_cleaner_coal	Yes	Lengthy	No	0.3
8483	New_cleaner_coal	Yes	Lengthy	No	0.3
8484	New_cleaner_coal	No	Quick	No	1
8485	Install_scrubbers	No	Quick	No	0.7
8486	Install_scrubbers	No	Quick	Yes	0.7
8487	Install_scrubbers	Yes	Quick	Yes	0.7
8488	New_cleaner_coal	Yes	Quick	Yes	0.4
8489	New_cleaner_coal	No	Quick	Yes	1
8490	New_cleaner_coal	Yes	Quick	No	0.7
8491	Install_scrubbers	Yes	Quick	Yes	0.7
8492	New_cleaner_coal	Yes	Quick	Yes	0.4
8493	Install_scrubbers	Yes	Quick	No	0.7
8494	Install_scrubbers	Yes	Quick	No	0.7
8495	Install_scrubbers	No	Quick	Yes	0.7
8496	New_cleaner_coal	Yes	Quick	Yes	0.4
8497	New_cleaner_coal	Yes	Lengthy	No	0.3
8498	New_cleaner_coal	No	Quick	Yes	1
8499	Install_scrubbers	No	Quick	Yes	0.7
8500	Install_scrubbers	Yes	Quick	Yes	0.7
8501	New_cleaner_coal	Yes	Quick	Yes	0.4
8502	New_cleaner_coal	Yes	Quick	Yes	0.4
8503	New_cleaner_coal	Yes	Quick	Yes	0.4
8504	New_cleaner_coal	No	Quick	No	1
8505	New_cleaner_coal	No	Quick	No	1
8506	New_cleaner_coal	Yes	Quick	Yes	0.4
8507	Install_scrubbers	Yes	Quick	Yes	0.7
8508	Install_scrubbers	Yes	Quick	Yes	0.7
8509	New_cleaner_coal	No	Quick	No	1
8510	New_cleaner_coal	No	Lengthy	No	1
8511	New_cleaner_coal	Yes	Lengthy	No	0.3
8512	New_cleaner_coal	No	Quick	No	1
8513	New_cleaner_coal	Yes	Lengthy	Yes	0
8514	Install_scrubbers	No	Lengthy	No	0.7
8515	Install_scrubbers	Yes	Quick	No	0.7
8516	Install_scrubbers	Yes	Quick	Yes	0.7
8517	New_cleaner_coal	No	Quick	Yes	1
8518	Install_scrubbers	Yes	Quick	Yes	0.7
8519	New_cleaner_coal	Yes	Quick	No	0.7
8520	New_cleaner_coal	No	Lengthy	No	1
8521	New_cleaner_coal	Yes	Quick	No	0.7
8522	Install_scrubbers	Yes	Quick	Yes	0.7
8523	Install_scrubbers	Yes	Lengthy	No	0.7
8524	New_cleaner_coal	No	Quick	Yes	1
8525	New_cleaner_coal	No	Quick	Yes	1
8526	New_cleaner_coal	Yes	Quick	Yes	0.4
8527	Install_scrubbers	No	Quick	Yes	0.7
8528	New_cleaner_coal	Yes	Quick	Yes	0.4
8529	Install_scrubbers	Yes	Quick	No	0.7
8530	Install_scrubbers	Yes	Quick	No	0.7
8531	Install_scrubbers	No	Lengthy	No	0.7
8532	New_cleaner_coal	Yes	Quick	Yes	0.4
8533	New_cleaner_coal	No	Lengthy	No	1
8534	New_cleaner_coal	No	Lengthy	No	1
8535	Install_scrubbers	Yes	Quick	No	0.7
8536	New_cleaner_coal	No	Lengthy	No	1
8537	New_cleaner_coal	Yes	Quick	No	0.7
8538	New_cleaner_coal	Yes	Lengthy	No	0.3
8539	New_cleaner_coal	Yes	Quick	No	0.7
8540	Install_scrubbers	No	Quick	Yes	0.7
8541	Install_scrubbers	Yes	Quick	Yes	0.7
8542	New_cleaner_coal	Yes	Quick	No	0.7
8543	Install_scrubbers	No	Quick	No	0.7
8544	New_cleaner_coal	No	Quick	Yes	1
8545	Install_scrubbers	Yes	Quick	Yes	0.7
8546	Install_scrubbers	Yes	Lengthy	Yes	0.7
8547	Install_scrubbers	Yes	Quick	Yes	0.7
8548	Install_scrubbers	No	Lengthy	No	0.7
8549	New_cleaner_coal	Yes	Quick	Yes	0.4
8550	New_cleaner_coal	Yes	Quick	Yes	0.4
8551	New_cleaner_coal	No	Quick	No	1
8552	New_cleaner_coal	Yes	Quick	No	0.7
8553	New_cleaner_coal	Yes	Quick	No	0.7
8554	Install_scrubbers	No	Quick	Yes	0.7
8555	New_cleaner_coal	Yes	Quick	Yes	0.4
8556	Install_scrubbers	Yes	Quick	No	0.7
8557	Install_scrubbers	Yes	Quick	Yes	0.7
8558	New_cleaner_coal	No	Quick	Yes	1
8559	New_cleaner_coal	Yes	Quick	Yes	0.4
8560	New_cleaner_coal	No	Quick	No	1
8561	Install_scrubbers	No	Quick	Yes	0.7
8562	New_cleaner_coal	No	Quick	No	1
8563	Install_scrubbers	No	Quick	No	0.7
8564	Install_scrubbers	No	Quick	Yes	0.7
8565	Install_scrubbers	No	Quick	No	0.7
8566	New_cleaner_coal	No	Quick	Yes	1
8567	New_cleaner_coal	Yes	Quick	Yes	0.4
8568	New_cleaner_coal	No	Lengthy	No	1
8569	New_cleaner_coal	Yes	Quick	Yes	0.4
8570	Install_scrubbers	Yes	Quick	Yes	0.7
8571	New_cleaner_coal	Yes	Lengthy	No	0.3
8572	Install_scrubbers	Yes	Quick	No	0.7
8573	Install_scrubbers	Yes	Quick	No	0.7
8574	Install_scrubbers	Yes	Quick	Yes	0.7
8575	New_cleaner_coal	No	Lengthy	No	1
8576	New_cleaner_coal	Yes	Lengthy	No	0.3
8577	Install_scrubbers	No	Quick	No	0.7
8578	Install_scrubbers	Yes	Quick	No	0.7
8579	New_cleaner_coal	Yes	Quick	Yes	0.4
8580	New_cleaner_coal	Yes	Lengthy	No	0.3
8581	New_cleaner_coal	No	Quick	No	1
8582	New_cleaner_coal	No	Lengthy	No	1
8583	New_cleaner_coal	Yes	Lengthy	No	0.3
8584	Install_scrubbers	Yes	Quick	Yes	0.7
8585	New_cleaner_coal	No	Quick	No	1
8586	Install_scrubbers	No	Quick	No	0.7
8587	New_cleaner_coal	Yes	Lengthy	No	0.3
8588	Install_scrubbers	Yes	Quick	Yes	0.7
8589	New_cleaner_coal	No	Quick	Yes	1
8590	New_cleaner_coal	Yes	Quick	No	0.7
8591	New_cleaner_coal	Yes	Quick	Yes	0.4
8592	Install_scrubbers	Yes	Quick	No	0.7
8593	Install_scrubbers	No	Quick	Yes	0.7
8594	Install_scrubbers	Yes	Quick	No	0.7
8595	New_cleaner_coal	Yes	Quick	No	0.7
8596	Install_scrubbers	Yes	Quick	No	0.7
8597	New_cleaner_coal	Yes	Quick	No	0.7
8598	New_cleaner_coal	Yes	Quick	Yes	0.4
8599	Install_scrubbers	No	Quick	Yes	0.7
8600	Install_scrubbers	No	Quick	Yes	0.7
8601	Install_scrubbers	Yes	Quick	No	0.7
8602	Install_scrubbers	No	Quick	Yes	0.7
8603	Install_scrubbers	Yes	Lengthy	No	0.7
8604	New_cleaner_coal	No	Lengthy	No	1
8605	New_cleaner_coal	No	Quick	No	1
8606	Install_scrubbers	No	Quick	Yes	0.7
8607	Install_scrubbers	No	Quick	Yes	0.7
8608	Install_scrubbers	No	Quick	Yes	0.7
8609	New_cleaner_coal	Yes	Quick	No	0.7
8610	Install_scrubbers	No	Quick	No	0.7
8611	New_cleaner_coal	No	Quick	No	1
8612	New_cleaner_coal	Yes	Quick	Yes	0.4
8613	Install_scrubbers	No	Lengthy	No	0.7
8614	New_cleaner_coal	Yes	Quick	Yes	0.4
8615	Install_scrubbers	Yes	Quick	Yes	0.7
8616	Install_scrubbers	Yes	Quick	Yes	0.7
8617	New_cleaner_coal	Yes	Quick	Yes	0.4
8618	Install_scrubbers	Yes	Quick	No	0.7
8619	Install_scrubbers	Yes	Quick	No	0.7
8620	New_cleaner_coal	No	Lengthy	No	1
8621	New_cleaner_coal	No	Quick	Yes	1
8622	New_cleaner_coal	Yes	Quick	Yes	0.4
8623	Install_scrubbers	Yes	Quick	Yes	0.7
8624	Install_scrubbers	No	Quick	Yes	0.7
8625	New_cleaner_coal	No	Quick	No	1
8626	Install_scrubbers	Yes	Quick	Yes	0.7
8627	New_cleaner_coal	Yes	Lengthy	No	0.3
8628	Install_scrubbers	Yes	Quick	No	0.7
8629	New_cleaner_coal	Yes	Lengthy	No	0.3
8630	Install_scrubbers	Yes	Quick	No	0.7
8631	Install_scrubbers	Yes	Quick	No	0.7
8632	Install_scrubbers	Yes	Lengthy	No	0.7
8633	New_cleaner_coal	Yes	Quick	No	0.7
8634	Install_scrubbers	Yes	Quick	No	0.7
8635	New_cleaner_coal	No	Quick	Yes	1
8636	Install_scrubbers	Yes	Quick	Yes	0.7
8637	Install_scrubbers	Yes	Quick	Yes	0.7
8638	Install_scrubbers	No	Quick	Yes	0.7
8639	New_cleaner_coal	Yes	Quick	Yes	0.4
8640	Install_scrubbers	No	Quick	Yes	0.7
8641	Install_scrubbers	Yes	Quick	Yes	0.7
8642	Install_scrubbers	Yes	Quick	No	0.7
8643	New_cleaner_coal	Yes	Quick	No	0.7
8644	New_cleaner_coal	No	Quick	Yes	1
8645	Install_scrubbers	No	Quick	No	0.7
8646	New_cleaner_coal	No	Quick	No	1
8647	Install_scrubbers	Yes	Quick	No	0.7
8648	Install_scrubbers	No	Quick	No	0.7
8649	New_cleaner_coal	Yes	Quick	Yes	0.4
8650	Install_scrubbers	No	Quick	No	0.7
8651	Install_scrubbers	Yes	Quick	No	0.7
8652	Install_scrubbers	No	Lengthy	Yes	0.7
8653	New_cleaner_coal	Yes	Quick	No	0.7
8654	New_cleaner_coal	Yes	Quick	No	0.7
8655	Install_scrubbers	Yes	Quick	No	0.7
8656	Install_scrubbers	Yes	Quick	No	0.7
8657	New_cleaner_coal	Yes	Quick	Yes	0.4
8658	Install_scrubbers	Yes	Quick	No	0.7
8659	Install_scrubbers	No	Quick	Yes	0.7
8660	Install_scrubbers	Yes	Lengthy	No	0.7
8661	New_cleaner_coal	No	Quick	No	1
8662	Install_scrubbers	No	Quick	No	0.7
8663	New_cleaner_coal	No	Quick	Yes	1
8664	New_cleaner_coal	No	Quick	Yes	1
8665	New_cleaner_coal	No	Quick	Yes	1
8666	Install_scrubbers	Yes	Quick	Yes	0.7
8667	Install_scrubbers	No	Quick	Yes	0.7
8668	New_cleaner_coal	No	Quick	Yes	1
8669	Install_scrubbers	Yes	Lengthy	No	0.7
8670	Install_scrubbers	Yes	Lengthy	No	0.7
8671	Install_scrubbers	No	Lengthy	No	0.7
8672	New_cleaner_coal	No	Quick	No	1
8673	New_cleaner_coal	No	Lengthy	No	1
8674	New_cleaner_coal	Yes	Quick	Yes	0.4
8675	New_cleaner_coal	Yes	Quick	No	0.7
8676	Install_scrubbers	Yes	Lengthy	No	0.7
8677	New_cleaner_coal	Yes	Quick	Yes	0.4
8678	New_cleaner_coal	No	Quick	No	1
8679	New_cleaner_coal	Yes	Quick	No	0.7
8680	Install_scrubbers	Yes	Quick	Yes	0.7
8681	Install_scrubbers	Yes	Lengthy	No	0.7
8682	Install_scrubbers	No	Quick	No	0.7
8683	Install_scrubbers	Yes	Quick	No	0.7
8684	New_cleaner_coal	Yes	Lengthy	No	0.3
8685	New_cleaner_coal	Yes	Quick	No	0.7
8686	New_cleaner_coal	Yes	Quick	No	0.7
8687	New_cleaner_coal	No	Quick	No	1
8688	New_cleaner_coal	No	Lengthy	No	1
8689	New_cleaner_coal	No	Quick	Yes	1
8690	New_cleaner_coal	Yes	Quick	Yes	0.4
8691	Install_scrubbers	No	Quick	No	0.7
8692	New_cleaner_coal	Yes	Quick	No	0.7
8693	New_cleaner_coal	Yes	Lengthy	Yes	0
8694	Install_scrubbers	Yes	Quick	Yes	0.7
8695	New_cleaner_coal	No	Quick	No	1
8696	Install_scrubbers	No	Quick	Yes	0.7
8697	New_cleaner_coal	No	Quick	No	1
8698	New_cleaner_coal	Yes	Quick	No	0.7
8699	New_cleaner_coal	No	Quick	No	1
8700	Install_scrubbers	No	Quick	No	0.7
8701	Install_scrubbers	Yes	Quick	No	0.7
8702	New_cleaner_coal	Yes	Quick	Yes	0.4
8703	New_cleaner_coal	Yes	Quick	Yes	0.4
8704	New_cleaner_coal	No	Quick	Yes	1
8705	New_cleaner_coal	No	Lengthy	No	1
8706	New_cleaner_coal	No	Quick	No	1
8707	New_cleaner_coal	No	Quick	Yes	1
8708	New_cleaner_coal	Yes	Quick	Yes	0.4
8709	New_cleaner_coal	Yes	Quick	No	0.7
8710	Install_scrubbers	No	Quick	No	0.7
8711	New_cleaner_coal	Yes	Quick	Yes	0.4
8712	Install_scrubbers	Yes	Quick	No	0.7
8713	New_cleaner_coal	Yes	Quick	Yes	0.4
8714	New_cleaner_coal	No	Lengthy	No	1
8715	Install_scrubbers	Yes	Quick	No	0.7
8716	New_cleaner_coal	No	Quick	Yes	1
8717	Install_scrubbers	Yes	Quick	Yes	0.7
8718	New_cleaner_coal	Yes	Quick	No	0.7
8719	Install_scrubbers	No	Quick	Yes	0.7
8720	Install_scrubbers	No	Quick	No	0.7
8721	Install_scrubbers	No	Quick	No	0.7
8722	New_cleaner_coal	Yes	Quick	Yes	0.4
8723	New_cleaner_coal	No	Quick	No	1
8724	Install_scrubbers	Yes	Lengthy	Yes	0.7
8725	New_cleaner_coal	Yes	Quick	Yes	0.4
8726	Install_scrubbers	No	Quick	Yes	0.7
8727	Install_scrubbers	Yes	Quick	Yes	0.7
8728	New_cleaner_coal	Yes	Quick	No	0.7
8729	Install_scrubbers	No	Quick	Yes	0.7
8730	Install_scrubbers	No	Quick	No	0.7
8731	New_cleaner_coal	Yes	Quick	No	0.7
8732	New_cleaner_coal	No	Quick	Yes	1
8733	New_cleaner_coal	No	Quick	No	1
8734	New_cleaner_coal	No	Lengthy	No	1
8735	Install_scrubbers	No	Quick	Yes	0.7
8736	Install_scrubbers	Yes	Quick	Yes	0.7
8737	New_cleaner_coal	Yes	Quick	No	0.7
8738	New_cleaner_coal	Yes	Quick	Yes	0.4
8739	Install_scrubbers	Yes	Quick	No	0.7
8740	Install_scrubbers	No	Quick	Yes	0.7
8741	New_cleaner_coal	No	Quick	Yes	1
8742	Install_scrubbers	Yes	Quick	No	0.7
8743	New_cleaner_coal	No	Quick	Yes	1
8744	New_cleaner_coal	No	Quick	Yes	1
8745	New_cleaner_coal	Yes	Quick	No	0.7
8746	Install_scrubbers	Yes	Quick	No	0.7
8747	Install_scrubbers	No	Quick	No	0.7
8748	Install_scrubbers	No	Quick	Yes	0.7
8749	New_cleaner_coal	No	Quick	No	1
8750	New_cleaner_coal	Yes	Quick	Yes	0.4
8751	New_cleaner_coal	No	Quick	Yes	1
8752	New_cleaner_coal	Yes	Quick	Yes	0.4
8753	New_cleaner_coal	No	Lengthy	No	1
8754	Install_scrubbers	Yes	Quick	Yes	0.7
8755	Install_scrubbers	Yes	Quick	Yes	0.7
8756	New_cleaner_coal	Yes	Lengthy	No	0.3
8757	New_cleaner_coal	No	Quick	Yes	1
8758	New_cleaner_coal	No	Quick	No	1
8759	New_cleaner_coal	No	Quick	Yes	1
8760	Install_scrubbers	Yes	Quick	Yes	0.7
8761	New_cleaner_coal	Yes	Quick	Yes	0.4
8762	New_cleaner_coal	Yes	Quick	Yes	0.4
8763	Install_scrubbers	Yes	Quick	Yes	0.7
8764	Install_scrubbers	Yes	Lengthy	Yes	0.7
8765	New_cleaner_coal	Yes	Quick	Yes	0.4
8766	New_cleaner_coal	No	Quick	Yes	1
8767	New_cleaner_coal	No	Quick	No	1
8768	Install_scrubbers	Yes	Quick	Yes	0.7
8769	New_cleaner_coal	Yes	Quick	Yes	0.4
8770	Install_scrubbers	No	Quick	No	0.7
8771	Install_scrubbers	No	Quick	No	0.7
8772	Install_scrubbers	Yes	Quick	No	0.7
8773	New_cleaner_coal	Yes	Quick	Yes	0.4
8774	New_cleaner_coal	Yes	Quick	Yes	0.4
8775	New_cleaner_coal	No	Quick	Yes	1
8776	Install_scrubbers	No	Lengthy	No	0.7
8777	New_cleaner_coal	No	Quick	Yes	1
8778	New_cleaner_coal	Yes	Quick	No	0.7
8779	Install_scrubbers	No	Lengthy	No	0.7
8780	New_cleaner_coal	No	Quick	Yes	1
8781	Install_scrubbers	Yes	Lengthy	No	0.7
8782	New_cleaner_coal	Yes	Quick	No	0.7
8783	Install_scrubbers	No	Quick	No	0.7
8784	New_cleaner_coal	No	Quick	Yes	1
8785	Install_scrubbers	No	Quick	Yes	0.7
8786	New_cleaner_coal	Yes	Quick	Yes	0.4
8787	Install_scrubbers	No	Quick	No	0.7
8788	Install_scrubbers	No	Quick	Yes	0.7
8789	New_cleaner_coal	No	Quick	Yes	1
8790	Install_scrubbers	No	Quick	Yes	0.7
8791	New_cleaner_coal	No	Quick	Yes	1
8792	New_cleaner_coal	No	Quick	Yes	1
8793	Install_scrubbers	Yes	Quick	No	0.7
8794	New_cleaner_coal	Yes	Quick	No	0.7
8795	Install_scrubbers	No	Quick	Yes	0.7
8796	New_cleaner_coal	Yes	Quick	No	0.7
8797	New_cleaner_coal	No	Quick	No	1
8798	New_cleaner_coal	Yes	Quick	Yes	0.4
8799	Install_scrubbers	Yes	Quick	Yes	0.7
8800	Install_scrubbers	Yes	Quick	No	0.7
8801	Install_scrubbers	Yes	Quick	Yes	0.7
8802	New_cleaner_coal	No	Lengthy	No	1
8803	Install_scrubbers	Yes	Quick	Yes	0.7
8804	New_cleaner_coal	Yes	Quick	No	0.7
8805	New_cleaner_coal	Yes	Quick	No	0.7
8806	New_cleaner_coal	Yes	Quick	Yes	0.4
8807	New_cleaner_coal	No	Lengthy	No	1
8808	Install_scrubbers	No	Lengthy	No	0.7
8809	Install_scrubbers	No	Quick	Yes	0.7
8810	Install_scrubbers	No	Quick	Yes	0.7
8811	Install_scrubbers	Yes	Quick	No	0.7
8812	New_cleaner_coal	No	Quick	No	1
8813	New_cleaner_coal	No	Quick	No	1
8814	New_cleaner_coal	No	Quick	Yes	1
8815	New_cleaner_coal	Yes	Quick	No	0.7
8816	Install_scrubbers	No	Quick	Yes	0.7
8817	New_cleaner_coal	Yes	Lengthy	Yes	0
8818	Install_scrubbers	No	Quick	No	0.7
8819	Install_scrubbers	Yes	Quick	Yes	0.7
8820	New_cleaner_coal	No	Quick	No	1
8821	New_cleaner_coal	No	Quick	No	1
8822	New_cleaner_coal	Yes	Quick	No	0.7
8823	New_cleaner_coal	Yes	Quick	Yes	0.4
8824	Install_scrubbers	No	Lengthy	No	0.7
8825	New_cleaner_coal	No	Quick	Yes	1
8826	Install_scrubbers	Yes	Lengthy	Yes	0.7
8827	Install_scrubbers	Yes	Quick	No	0.7
8828	Install_scrubbers	Yes	Quick	No	0.7
8829	Install_scrubbers	Yes	Quick	Yes	0.7
8830	New_cleaner_coal	Yes	Quick	No	0.7
8831	Install_scrubbers	Yes	Quick	Yes	0.7
8832	New_cleaner_coal	No	Quick	Yes	1
8833	New_cleaner_coal	No	Lengthy	No	1
8834	New_cleaner_coal	No	Quick	No	1
8835	Install_scrubbers	No	Lengthy	No	0.7
8836	Install_scrubbers	No	Quick	Yes	0.7
8837	New_cleaner_coal	No	Quick	No	1
8838	Install_scrubbers	No	Quick	Yes	0.7
8839	Install_scrubbers	No	Quick	No	0.7
8840	Install_scrubbers	Yes	Quick	No	0.7
8841	Install_scrubbers	Yes	Lengthy	No	0.7
8842	Install_scrubbers	Yes	Quick	Yes	0.7
8843	New_cleaner_coal	Yes	Quick	Yes	0.4
8844	Install_scrubbers	Yes	Quick	No	0.7
8845	Install_scrubbers	No	Lengthy	No	0.7
8846	New_cleaner_coal	Yes	Quick	Yes	0.4
8847	Install_scrubbers	Yes	Quick	No	0.7
8848	New_cleaner_coal	No	Quick	No	1
8849	New_cleaner_coal	Yes	Quick	No	0.7
8850	New_cleaner_coal	Yes	Quick	Yes	0.4
8851	Install_scrubbers	No	Quick	No	0.7
8852	New_cleaner_coal	Yes	Quick	No	0.7
8853	Install_scrubbers	Yes	Quick	No	0.7
8854	Install_scrubbers	No	Quick	No	0.7
8855	New_cleaner_coal	Yes	Quick	Yes	0.4
8856	Install_scrubbers	Yes	Quick	Yes	0.7
