 IDnum	Economical_State	Export_Decision	U
8510	Slightly_worse	After_12_mos	0.622203
8511	Severely_bad	After_12_mos	0.429236
8512	Same	Now	1
8513	Severely_bad	After_12_mos	0.429236
8514	Slightly_worse	Now	0.750073
8515	Severely_bad	After_6_mos	0.468323
8516	Severely_bad	After_12_mos	0.429236
8517	Slightly_worse	After_12_mos	0.622203
8518	Severely_bad	After_6_mos	0.468323
8519	Severely_bad	After_6_mos	0.468323
8520	Slightly_worse	Now	0.750073
8521	Severely_bad	Now	0
8522	Slightly_worse	After_6_mos	0.697762
8523	Severely_bad	After_12_mos	0.429236
8524	Slightly_worse	After_6_mos	0.697762
8525	Slightly_worse	After_6_mos	0.697762
8526	Same	Now	1
8527	Slightly_worse	After_12_mos	0.622203
8528	Severely_bad	After_6_mos	0.468323
8529	Same	After_12_mos	0.267655
8530	Same	After_12_mos	0.267655
8531	Severely_bad	After_6_mos	0.468323
8532	Same	After_6_mos	0.892473
8533	Same	Now	1
8534	Severely_bad	After_12_mos	0.429236
8535	Severely_bad	After_12_mos	0.429236
8536	Slightly_worse	After_12_mos	0.622203
8537	Same	After_12_mos	0.267655
8538	Same	After_6_mos	0.892473
8539	Same	Now	1
8540	Severely_bad	After_6_mos	0.468323
8541	Severely_bad	After_12_mos	0.429236
8542	Severely_bad	Now	0
8543	Slightly_worse	After_12_mos	0.622203
8544	Same	After_6_mos	0.892473
8545	Same	Now	1
8546	Severely_bad	After_12_mos	0.429236
8547	Slightly_worse	After_6_mos	0.697762
8548	Slightly_worse	After_6_mos	0.697762
8549	Severely_bad	Now	0
8550	Same	After_12_mos	0.267655
8551	Severely_bad	After_6_mos	0.468323
8552	Same	After_6_mos	0.892473
8553	Slightly_worse	After_12_mos	0.622203
8554	Same	After_12_mos	0.267655
8555	Same	Now	1
8556	Slightly_worse	Now	0.750073
8557	Same	After_12_mos	0.267655
8558	Same	After_6_mos	0.892473
8559	Slightly_worse	After_6_mos	0.697762
8560	Slightly_worse	After_12_mos	0.622203
8561	Severely_bad	After_12_mos	0.429236
8562	Severely_bad	After_12_mos	0.429236
8563	Slightly_worse	After_12_mos	0.622203
8564	Slightly_worse	After_6_mos	0.697762
8565	Same	Now	1
8566	Severely_bad	Now	0
8567	Same	After_6_mos	0.892473
8568	Slightly_worse	After_12_mos	0.622203
8569	Slightly_worse	After_6_mos	0.697762
8570	Same	After_12_mos	0.267655
8571	Slightly_worse	After_12_mos	0.622203
8572	Severely_bad	After_12_mos	0.429236
8573	Severely_bad	After_12_mos	0.429236
8574	Severely_bad	After_6_mos	0.468323
8575	Severely_bad	After_6_mos	0.468323
8576	Slightly_worse	Now	0.750073
8577	Slightly_worse	Now	0.750073
8578	Severely_bad	Now	0
8579	Severely_bad	After_12_mos	0.429236
8580	Severely_bad	After_12_mos	0.429236
8581	Severely_bad	After_6_mos	0.468323
8582	Slightly_worse	Now	0.750073
8583	Same	After_6_mos	0.892473
8584	Same	Now	1
8585	Slightly_worse	After_12_mos	0.622203
8586	Same	After_6_mos	0.892473
8587	Same	After_6_mos	0.892473
8588	Severely_bad	Now	0
8589	Severely_bad	After_12_mos	0.429236
8590	Severely_bad	Now	0
8591	Same	After_6_mos	0.892473
8592	Severely_bad	After_6_mos	0.468323
8593	Slightly_worse	After_6_mos	0.697762
8594	Same	After_6_mos	0.892473
8595	Same	After_12_mos	0.267655
8596	Slightly_worse	Now	0.750073
8597	Severely_bad	Now	0
8598	Severely_bad	After_6_mos	0.468323
8599	Same	Now	1
8600	Slightly_worse	After_12_mos	0.622203
8601	Same	Now	1
8602	Same	After_12_mos	0.267655
8603	Severely_bad	After_6_mos	0.468323
8604	Slightly_worse	After_12_mos	0.622203
8605	Severely_bad	Now	0
8606	Severely_bad	After_12_mos	0.429236
8607	Severely_bad	After_6_mos	0.468323
8608	Slightly_worse	After_6_mos	0.697762
8609	Same	Now	1
8610	Severely_bad	After_6_mos	0.468323
8611	Severely_bad	After_6_mos	0.468323
8612	Same	After_6_mos	0.892473
8613	Severely_bad	Now	0
8614	Severely_bad	Now	0
8615	Severely_bad	After_12_mos	0.429236
8616	Slightly_worse	After_6_mos	0.697762
8617	Same	After_6_mos	0.892473
8618	Severely_bad	After_6_mos	0.468323
8619	Severely_bad	Now	0
8620	Same	After_12_mos	0.267655
8621	Severely_bad	After_6_mos	0.468323
8622	Same	After_12_mos	0.267655
8623	Slightly_worse	After_12_mos	0.622203
8624	Same	After_12_mos	0.267655
8625	Slightly_worse	After_12_mos	0.622203
8626	Slightly_worse	Now	0.750073
8627	Same	Now	1
8628	Severely_bad	After_6_mos	0.468323
8629	Same	Now	1
8630	Severely_bad	After_6_mos	0.468323
8631	Same	Now	1
8632	Slightly_worse	Now	0.750073
8633	Slightly_worse	After_6_mos	0.697762
8634	Slightly_worse	After_12_mos	0.622203
8635	Same	Now	1
8636	Severely_bad	After_12_mos	0.429236
8637	Same	Now	1
8638	Slightly_worse	After_12_mos	0.622203
8639	Severely_bad	After_12_mos	0.429236
8640	Slightly_worse	After_12_mos	0.622203
8641	Severely_bad	Now	0
8642	Same	After_12_mos	0.267655
8643	Same	Now	1
8644	Severely_bad	After_12_mos	0.429236
8645	Same	Now	1
8646	Slightly_worse	After_12_mos	0.622203
8647	Slightly_worse	Now	0.750073
8648	Slightly_worse	After_12_mos	0.622203
8649	Slightly_worse	After_12_mos	0.622203
8650	Severely_bad	Now	0
8651	Same	Now	1
8652	Slightly_worse	Now	0.750073
8653	Same	After_12_mos	0.267655
8654	Severely_bad	After_6_mos	0.468323
8655	Slightly_worse	After_12_mos	0.622203
8656	Severely_bad	After_12_mos	0.429236
8657	Severely_bad	Now	0
8658	Severely_bad	After_6_mos	0.468323
8659	Same	After_12_mos	0.267655
8660	Same	Now	1
8661	Same	Now	1
8662	Slightly_worse	After_12_mos	0.622203
8663	Slightly_worse	Now	0.750073
8664	Severely_bad	After_12_mos	0.429236
8665	Same	Now	1
8666	Slightly_worse	Now	0.750073
8667	Severely_bad	After_12_mos	0.429236
8668	Severely_bad	After_6_mos	0.468323
8669	Same	After_6_mos	0.892473
8670	Severely_bad	After_12_mos	0.429236
8671	Same	Now	1
8672	Severely_bad	After_12_mos	0.429236
8673	Severely_bad	Now	0
8674	Same	After_6_mos	0.892473
8675	Same	After_12_mos	0.267655
8676	Slightly_worse	After_6_mos	0.697762
8677	Severely_bad	After_6_mos	0.468323
8678	Same	After_6_mos	0.892473
8679	Slightly_worse	After_6_mos	0.697762
8680	Same	After_6_mos	0.892473
8681	Same	Now	1
8682	Same	Now	1
8683	Same	After_12_mos	0.267655
8684	Slightly_worse	After_12_mos	0.622203
8685	Severely_bad	Now	0
8686	Slightly_worse	After_12_mos	0.622203
8687	Severely_bad	Now	0
8688	Slightly_worse	After_6_mos	0.697762
8689	Same	Now	1
8690	Same	After_12_mos	0.267655
8691	Slightly_worse	Now	0.750073
8692	Severely_bad	After_6_mos	0.468323
8693	Same	After_12_mos	0.267655
8694	Severely_bad	After_12_mos	0.429236
8695	Same	After_6_mos	0.892473
8696	Severely_bad	After_6_mos	0.468323
8697	Severely_bad	Now	0
8698	Slightly_worse	Now	0.750073
8699	Slightly_worse	Now	0.750073
8700	Slightly_worse	After_12_mos	0.622203
8701	Slightly_worse	Now	0.750073
8702	Slightly_worse	Now	0.750073
8703	Severely_bad	Now	0
8704	Severely_bad	Now	0
8705	Same	Now	1
8706	Slightly_worse	Now	0.750073
8707	Same	After_12_mos	0.267655
8708	Severely_bad	After_6_mos	0.468323
8709	Same	After_12_mos	0.267655
8710	Same	After_6_mos	0.892473
8711	Slightly_worse	After_6_mos	0.697762
8712	Severely_bad	Now	0
8713	Slightly_worse	Now	0.750073
8714	Severely_bad	After_6_mos	0.468323
8715	Same	Now	1
8716	Slightly_worse	Now	0.750073
8717	Same	Now	1
8718	Severely_bad	After_6_mos	0.468323
8719	Same	Now	1
8720	Severely_bad	After_6_mos	0.468323
8721	Same	After_12_mos	0.267655
8722	Same	After_6_mos	0.892473
8723	Slightly_worse	After_6_mos	0.697762
8724	Slightly_worse	After_6_mos	0.697762
8725	Severely_bad	Now	0
8726	Slightly_worse	After_12_mos	0.622203
8727	Slightly_worse	Now	0.750073
8728	Same	After_6_mos	0.892473
8729	Same	After_12_mos	0.267655
8730	Same	Now	1
8731	Same	Now	1
8732	Severely_bad	After_6_mos	0.468323
8733	Same	After_12_mos	0.267655
8734	Same	After_12_mos	0.267655
8735	Same	After_12_mos	0.267655
8736	Slightly_worse	Now	0.750073
8737	Severely_bad	After_6_mos	0.468323
8738	Slightly_worse	After_6_mos	0.697762
8739	Slightly_worse	After_12_mos	0.622203
8740	Severely_bad	After_6_mos	0.468323
8741	Severely_bad	Now	0
8742	Same	Now	1
8743	Severely_bad	After_6_mos	0.468323
8744	Same	After_6_mos	0.892473
8745	Slightly_worse	Now	0.750073
8746	Same	After_12_mos	0.267655
8747	Severely_bad	After_6_mos	0.468323
8748	Severely_bad	After_12_mos	0.429236
8749	Slightly_worse	Now	0.750073
8750	Severely_bad	Now	0
8751	Same	Now	1
8752	Slightly_worse	After_6_mos	0.697762
8753	Severely_bad	After_12_mos	0.429236
8754	Severely_bad	After_12_mos	0.429236
8755	Slightly_worse	After_6_mos	0.697762
8756	Same	After_6_mos	0.892473
8757	Slightly_worse	After_12_mos	0.622203
8758	Same	After_12_mos	0.267655
8759	Severely_bad	Now	0
8760	Slightly_worse	Now	0.750073
8761	Same	After_6_mos	0.892473
8762	Slightly_worse	Now	0.750073
8763	Slightly_worse	After_12_mos	0.622203
8764	Same	After_6_mos	0.892473
8765	Same	After_12_mos	0.267655
8766	Same	After_12_mos	0.267655
8767	Severely_bad	After_12_mos	0.429236
8768	Same	After_12_mos	0.267655
8769	Severely_bad	Now	0
8770	Slightly_worse	After_12_mos	0.622203
8771	Severely_bad	After_6_mos	0.468323
8772	Severely_bad	After_6_mos	0.468323
8773	Same	After_6_mos	0.892473
8774	Slightly_worse	Now	0.750073
8775	Severely_bad	After_12_mos	0.429236
8776	Severely_bad	Now	0
8777	Same	After_6_mos	0.892473
8778	Severely_bad	Now	0
8779	Same	After_6_mos	0.892473
8780	Same	After_12_mos	0.267655
8781	Same	After_6_mos	0.892473
8782	Same	After_6_mos	0.892473
8783	Severely_bad	After_6_mos	0.468323
8784	Slightly_worse	After_12_mos	0.622203
8785	Slightly_worse	After_6_mos	0.697762
8786	Same	After_6_mos	0.892473
8787	Slightly_worse	Now	0.750073
8788	Slightly_worse	Now	0.750073
8789	Severely_bad	After_12_mos	0.429236
8790	Same	After_12_mos	0.267655
8791	Severely_bad	Now	0
8792	Slightly_worse	After_6_mos	0.697762
8793	Severely_bad	Now	0
8794	Same	After_12_mos	0.267655
8795	Slightly_worse	After_12_mos	0.622203
8796	Slightly_worse	After_6_mos	0.697762
8797	Slightly_worse	After_6_mos	0.697762
8798	Same	After_12_mos	0.267655
8799	Severely_bad	After_12_mos	0.429236
8800	Slightly_worse	Now	0.750073
8801	Same	Now	1
8802	Slightly_worse	After_12_mos	0.622203
8803	Slightly_worse	After_6_mos	0.697762
8804	Slightly_worse	Now	0.750073
8805	Slightly_worse	Now	0.750073
8806	Severely_bad	After_12_mos	0.429236
8807	Severely_bad	Now	0
8808	Slightly_worse	Now	0.750073
8809	Severely_bad	After_6_mos	0.468323
8810	Slightly_worse	Now	0.750073
8811	Severely_bad	After_6_mos	0.468323
8812	Same	After_6_mos	0.892473
8813	Severely_bad	After_12_mos	0.429236
8814	Slightly_worse	Now	0.750073
8815	Same	After_6_mos	0.892473
8816	Severely_bad	After_12_mos	0.429236
8817	Same	After_6_mos	0.892473
8818	Severely_bad	After_12_mos	0.429236
8819	Slightly_worse	After_6_mos	0.697762
8820	Severely_bad	After_12_mos	0.429236
8821	Same	Now	1
8822	Slightly_worse	After_6_mos	0.697762
8823	Same	After_12_mos	0.267655
8824	Same	Now	1
8825	Same	After_12_mos	0.267655
8826	Severely_bad	Now	0
8827	Slightly_worse	Now	0.750073
8828	Severely_bad	Now	0
8829	Severely_bad	After_12_mos	0.429236
8830	Slightly_worse	Now	0.750073
8831	Slightly_worse	After_6_mos	0.697762
8832	Slightly_worse	After_6_mos	0.697762
8833	Severely_bad	Now	0
8834	Same	After_6_mos	0.892473
8835	Slightly_worse	After_6_mos	0.697762
8836	Severely_bad	After_6_mos	0.468323
8837	Slightly_worse	Now	0.750073
8838	Severely_bad	After_12_mos	0.429236
8839	Severely_bad	After_12_mos	0.429236
8840	Slightly_worse	Now	0.750073
8841	Same	After_12_mos	0.267655
8842	Slightly_worse	After_6_mos	0.697762
8843	Same	Now	1
8844	Same	After_12_mos	0.267655
8845	Same	After_12_mos	0.267655
8846	Same	After_12_mos	0.267655
8847	Same	Now	1
8848	Same	After_6_mos	0.892473
8849	Severely_bad	After_12_mos	0.429236
8850	Same	Now	1
8851	Slightly_worse	Now	0.750073
8852	Severely_bad	After_6_mos	0.468323
8853	Same	After_6_mos	0.892473
8854	Slightly_worse	After_6_mos	0.697762
8855	Slightly_worse	After_12_mos	0.622203
8856	Slightly_worse	After_6_mos	0.697762
8857	Slightly_worse	After_12_mos	0.622203
8858	Severely_bad	After_6_mos	0.468323
8859	Severely_bad	After_12_mos	0.429236
8860	Slightly_worse	After_6_mos	0.697762
8861	Severely_bad	After_6_mos	0.468323
8862	Same	After_6_mos	0.892473
8863	Same	After_12_mos	0.267655
8864	Same	After_12_mos	0.267655
8865	Same	After_6_mos	0.892473
8866	Severely_bad	After_6_mos	0.468323
8867	Slightly_worse	Now	0.750073
8868	Same	Now	1
8869	Severely_bad	After_12_mos	0.429236
8870	Severely_bad	After_12_mos	0.429236
8871	Slightly_worse	After_12_mos	0.622203
8872	Same	After_12_mos	0.267655
8873	Slightly_worse	Now	0.750073
8874	Severely_bad	After_6_mos	0.468323
8875	Severely_bad	Now	0
8876	Severely_bad	After_6_mos	0.468323
8877	Slightly_worse	After_6_mos	0.697762
8878	Slightly_worse	After_12_mos	0.622203
8879	Slightly_worse	After_6_mos	0.697762
8880	Slightly_worse	Now	0.750073
8881	Same	After_6_mos	0.892473
8882	Slightly_worse	After_12_mos	0.622203
8883	Same	After_6_mos	0.892473
8884	Same	Now	1
8885	Same	After_6_mos	0.892473
8886	Slightly_worse	After_6_mos	0.697762
8887	Slightly_worse	After_6_mos	0.697762
8888	Same	After_6_mos	0.892473
8889	Severely_bad	Now	0
8890	Severely_bad	After_6_mos	0.468323
8891	Same	After_12_mos	0.267655
8892	Severely_bad	After_12_mos	0.429236
8893	Same	After_12_mos	0.267655
8894	Slightly_worse	Now	0.750073
8895	Slightly_worse	After_6_mos	0.697762
8896	Same	Now	1
8897	Same	After_6_mos	0.892473
8898	Slightly_worse	After_12_mos	0.622203
8899	Severely_bad	Now	0
8900	Same	Now	1
8901	Severely_bad	After_12_mos	0.429236
8902	Severely_bad	After_12_mos	0.429236
8903	Same	After_6_mos	0.892473
8904	Slightly_worse	After_12_mos	0.622203
8905	Slightly_worse	After_12_mos	0.622203
8906	Severely_bad	After_6_mos	0.468323
8907	Same	After_12_mos	0.267655
8908	Severely_bad	After_12_mos	0.429236
8909	Severely_bad	After_6_mos	0.468323
8910	Same	Now	1
8911	Severely_bad	After_6_mos	0.468323
8912	Same	After_6_mos	0.892473
8913	Severely_bad	After_12_mos	0.429236
8914	Slightly_worse	Now	0.750073
8915	Slightly_worse	Now	0.750073
8916	Same	After_6_mos	0.892473
8917	Slightly_worse	After_6_mos	0.697762
8918	Same	After_6_mos	0.892473
8919	Same	After_12_mos	0.267655
8920	Same	Now	1
8921	Slightly_worse	Now	0.750073
8922	Same	After_12_mos	0.267655
8923	Severely_bad	After_6_mos	0.468323
8924	Slightly_worse	Now	0.750073
8925	Severely_bad	Now	0
8926	Same	After_12_mos	0.267655
8927	Same	After_12_mos	0.267655
8928	Slightly_worse	After_12_mos	0.622203
8929	Severely_bad	After_6_mos	0.468323
8930	Same	After_6_mos	0.892473
8931	Same	Now	1
8932	Slightly_worse	After_12_mos	0.622203
8933	Severely_bad	After_12_mos	0.429236
8934	Severely_bad	After_12_mos	0.429236
8935	Severely_bad	After_6_mos	0.468323
8936	Same	After_6_mos	0.892473
8937	Slightly_worse	Now	0.750073
8938	Same	After_6_mos	0.892473
8939	Severely_bad	After_6_mos	0.468323
8940	Same	After_12_mos	0.267655
8941	Slightly_worse	After_6_mos	0.697762
8942	Severely_bad	After_6_mos	0.468323
8943	Slightly_worse	Now	0.750073
8944	Slightly_worse	Now	0.750073
8945	Slightly_worse	After_12_mos	0.622203
8946	Same	After_12_mos	0.267655
8947	Severely_bad	Now	0
8948	Severely_bad	Now	0
8949	Slightly_worse	Now	0.750073
8950	Same	Now	1
8951	Severely_bad	After_12_mos	0.429236
8952	Slightly_worse	After_12_mos	0.622203
8953	Severely_bad	Now	0
8954	Slightly_worse	After_12_mos	0.622203
8955	Severely_bad	Now	0
8956	Same	Now	1
8957	Same	After_6_mos	0.892473
8958	Same	After_6_mos	0.892473
8959	Severely_bad	After_12_mos	0.429236
8960	Slightly_worse	After_12_mos	0.622203
8961	Slightly_worse	After_6_mos	0.697762
8962	Slightly_worse	After_6_mos	0.697762
8963	Same	After_12_mos	0.267655
8964	Same	After_6_mos	0.892473
8965	Severely_bad	After_12_mos	0.429236
8966	Same	After_6_mos	0.892473
8967	Slightly_worse	After_6_mos	0.697762
8968	Slightly_worse	After_12_mos	0.622203
8969	Severely_bad	After_6_mos	0.468323
8970	Same	Now	1
8971	Severely_bad	Now	0
8972	Slightly_worse	After_6_mos	0.697762
8973	Same	After_6_mos	0.892473
8974	Same	Now	1
8975	Severely_bad	After_12_mos	0.429236
8976	Severely_bad	After_12_mos	0.429236
8977	Same	Now	1
8978	Slightly_worse	After_12_mos	0.622203
8979	Slightly_worse	Now	0.750073
8980	Same	Now	1
8981	Slightly_worse	After_12_mos	0.622203
8982	Same	After_6_mos	0.892473
8983	Same	Now	1
8984	Severely_bad	After_12_mos	0.429236
8985	Same	Now	1
8986	Slightly_worse	After_12_mos	0.622203
8987	Slightly_worse	After_6_mos	0.697762
8988	Slightly_worse	After_6_mos	0.697762
8989	Slightly_worse	After_6_mos	0.697762
8990	Slightly_worse	After_6_mos	0.697762
8991	Same	After_12_mos	0.267655
8992	Severely_bad	After_12_mos	0.429236
8993	Slightly_worse	After_12_mos	0.622203
8994	Slightly_worse	Now	0.750073
8995	Severely_bad	After_12_mos	0.429236
8996	Severely_bad	After_12_mos	0.429236
8997	Slightly_worse	Now	0.750073
8998	Severely_bad	After_12_mos	0.429236
8999	Same	Now	1
9000	Same	After_12_mos	0.267655
9001	Severely_bad	After_6_mos	0.468323
9002	Same	After_6_mos	0.892473
9003	Severely_bad	After_12_mos	0.429236
9004	Severely_bad	After_6_mos	0.468323
9005	Same	After_12_mos	0.267655
9006	Severely_bad	After_12_mos	0.429236
9007	Slightly_worse	After_6_mos	0.697762
9008	Same	After_6_mos	0.892473
9009	Same	After_6_mos	0.892473
9010	Slightly_worse	Now	0.750073
9011	Same	After_6_mos	0.892473
9012	Same	After_6_mos	0.892473
9013	Severely_bad	After_6_mos	0.468323
9014	Slightly_worse	Now	0.750073
9015	Slightly_worse	After_12_mos	0.622203
9016	Slightly_worse	Now	0.750073
9017	Severely_bad	Now	0
9018	Slightly_worse	After_12_mos	0.622203
9019	Slightly_worse	After_6_mos	0.697762
9020	Slightly_worse	After_6_mos	0.697762
9021	Same	After_6_mos	0.892473
9022	Same	After_6_mos	0.892473
9023	Slightly_worse	After_6_mos	0.697762
9024	Same	After_6_mos	0.892473
9025	Same	After_12_mos	0.267655
9026	Slightly_worse	After_12_mos	0.622203
9027	Slightly_worse	After_12_mos	0.622203
9028	Severely_bad	Now	0
9029	Slightly_worse	After_12_mos	0.622203
9030	Slightly_worse	Now	0.750073
9031	Slightly_worse	After_12_mos	0.622203
9032	Severely_bad	Now	0
9033	Same	After_12_mos	0.267655
9034	Slightly_worse	After_6_mos	0.697762
9035	Same	Now	1
9036	Same	After_6_mos	0.892473
9037	Severely_bad	Now	0
9038	Severely_bad	After_6_mos	0.468323
9039	Slightly_worse	After_6_mos	0.697762
9040	Same	Now	1
9041	Same	After_12_mos	0.267655
9042	Same	Now	1
9043	Severely_bad	After_6_mos	0.468323
9044	Same	After_6_mos	0.892473
9045	Same	After_6_mos	0.892473
9046	Severely_bad	After_6_mos	0.468323
9047	Same	Now	1
9048	Severely_bad	After_12_mos	0.429236
9049	Same	Now	1
9050	Severely_bad	After_6_mos	0.468323
9051	Slightly_worse	After_6_mos	0.697762
9052	Severely_bad	Now	0
9053	Severely_bad	After_12_mos	0.429236
9054	Slightly_worse	Now	0.750073
9055	Slightly_worse	After_6_mos	0.697762
9056	Slightly_worse	After_6_mos	0.697762
9057	Same	Now	1
9058	Severely_bad	After_12_mos	0.429236
9059	Slightly_worse	After_12_mos	0.622203
9060	Severely_bad	After_6_mos	0.468323
9061	Same	Now	1
9062	Slightly_worse	Now	0.750073
9063	Severely_bad	After_6_mos	0.468323
9064	Severely_bad	Now	0
9065	Slightly_worse	Now	0.750073
9066	Same	After_12_mos	0.267655
9067	Slightly_worse	Now	0.750073
9068	Same	After_12_mos	0.267655
9069	Same	After_6_mos	0.892473
9070	Same	After_6_mos	0.892473
9071	Same	After_12_mos	0.267655
9072	Severely_bad	Now	0
9073	Same	Now	1
9074	Slightly_worse	Now	0.750073
9075	Same	After_6_mos	0.892473
9076	Severely_bad	After_12_mos	0.429236
9077	Slightly_worse	Now	0.750073
9078	Slightly_worse	After_12_mos	0.622203
9079	Same	After_6_mos	0.892473
9080	Same	After_6_mos	0.892473
9081	Slightly_worse	After_12_mos	0.622203
9082	Severely_bad	Now	0
9083	Same	After_12_mos	0.267655
9084	Slightly_worse	After_6_mos	0.697762
9085	Slightly_worse	After_6_mos	0.697762
9086	Slightly_worse	After_12_mos	0.622203
9087	Slightly_worse	After_12_mos	0.622203
9088	Slightly_worse	Now	0.750073
9089	Severely_bad	After_6_mos	0.468323
9090	Severely_bad	Now	0
9091	Same	Now	1
9092	Slightly_worse	Now	0.750073
9093	Severely_bad	After_6_mos	0.468323
9094	Same	Now	1
9095	Severely_bad	After_12_mos	0.429236
9096	Slightly_worse	After_12_mos	0.622203
9097	Same	After_12_mos	0.267655
9098	Same	Now	1
9099	Slightly_worse	After_12_mos	0.622203
9100	Severely_bad	After_6_mos	0.468323
9101	Same	After_12_mos	0.267655
9102	Slightly_worse	Now	0.750073
9103	Severely_bad	Now	0
9104	Severely_bad	After_12_mos	0.429236
9105	Same	After_12_mos	0.267655
9106	Severely_bad	After_12_mos	0.429236
9107	Slightly_worse	After_12_mos	0.622203
9108	Same	After_6_mos	0.892473
9109	Slightly_worse	After_6_mos	0.697762
9110	Severely_bad	After_12_mos	0.429236
9111	Same	Now	1
9112	Severely_bad	After_12_mos	0.429236
9113	Slightly_worse	After_12_mos	0.622203
9114	Same	Now	1
9115	Slightly_worse	Now	0.750073
9116	Same	After_6_mos	0.892473
9117	Same	After_6_mos	0.892473
9118	Slightly_worse	Now	0.750073
9119	Slightly_worse	After_6_mos	0.697762
9120	Same	After_12_mos	0.267655
9121	Same	Now	1
9122	Slightly_worse	After_6_mos	0.697762
9123	Slightly_worse	Now	0.750073
9124	Same	Now	1
9125	Severely_bad	After_12_mos	0.429236
9126	Severely_bad	After_6_mos	0.468323
9127	Slightly_worse	After_6_mos	0.697762
9128	Same	After_12_mos	0.267655
9129	Same	Now	1
9130	Severely_bad	After_6_mos	0.468323
9131	Same	Now	1
9132	Severely_bad	After_6_mos	0.468323
9133	Slightly_worse	Now	0.750073
9134	Same	After_12_mos	0.267655
9135	Same	After_6_mos	0.892473
9136	Slightly_worse	Now	0.750073
9137	Severely_bad	After_12_mos	0.429236
9138	Same	After_6_mos	0.892473
9139	Slightly_worse	Now	0.750073
9140	Slightly_worse	Now	0.750073
9141	Slightly_worse	After_6_mos	0.697762
9142	Same	After_6_mos	0.892473
9143	Slightly_worse	After_6_mos	0.697762
9144	Same	Now	1
9145	Same	Now	1
9146	Severely_bad	After_6_mos	0.468323
9147	Slightly_worse	After_12_mos	0.622203
9148	Severely_bad	Now	0
9149	Slightly_worse	After_12_mos	0.622203
9150	Severely_bad	After_6_mos	0.468323
9151	Same	After_12_mos	0.267655
9152	Severely_bad	After_12_mos	0.429236
9153	Severely_bad	Now	0
9154	Same	After_6_mos	0.892473
9155	Severely_bad	Now	0
9156	Slightly_worse	After_6_mos	0.697762
9157	Same	After_12_mos	0.267655
9158	Severely_bad	After_12_mos	0.429236
9159	Slightly_worse	After_12_mos	0.622203
9160	Severely_bad	Now	0
9161	Same	Now	1
9162	Severely_bad	Now	0
9163	Severely_bad	After_12_mos	0.429236
9164	Same	After_12_mos	0.267655
9165	Slightly_worse	After_6_mos	0.697762
9166	Severely_bad	After_12_mos	0.429236
9167	Same	After_12_mos	0.267655
9168	Same	Now	1
9169	Slightly_worse	After_12_mos	0.622203
9170	Severely_bad	After_6_mos	0.468323
9171	Severely_bad	After_12_mos	0.429236
9172	Same	After_6_mos	0.892473
9173	Slightly_worse	Now	0.750073
9174	Severely_bad	After_6_mos	0.468323
9175	Slightly_worse	After_6_mos	0.697762
9176	Same	After_12_mos	0.267655
9177	Same	After_6_mos	0.892473
9178	Same	After_12_mos	0.267655
9179	Slightly_worse	After_6_mos	0.697762
9180	Severely_bad	After_6_mos	0.468323
9181	Same	After_12_mos	0.267655
9182	Severely_bad	After_12_mos	0.429236
9183	Slightly_worse	After_6_mos	0.697762
9184	Same	Now	1
9185	Same	After_12_mos	0.267655
9186	Same	After_12_mos	0.267655
9187	Slightly_worse	Now	0.750073
9188	Severely_bad	After_6_mos	0.468323
9189	Slightly_worse	After_6_mos	0.697762
9190	Same	Now	1
9191	Slightly_worse	Now	0.750073
9192	Severely_bad	After_12_mos	0.429236
9193	Same	After_12_mos	0.267655
9194	Severely_bad	After_6_mos	0.468323
9195	Severely_bad	After_6_mos	0.468323
9196	Severely_bad	Now	0
9197	Same	After_12_mos	0.267655
9198	Same	After_12_mos	0.267655
9199	Severely_bad	After_6_mos	0.468323
9200	Slightly_worse	After_6_mos	0.697762
9201	Severely_bad	After_12_mos	0.429236
9202	Same	Now	1
9203	Same	Now	1
9204	Slightly_worse	After_6_mos	0.697762
9205	Same	After_6_mos	0.892473
9206	Same	After_12_mos	0.267655
9207	Slightly_worse	After_6_mos	0.697762
9208	Severely_bad	After_6_mos	0.468323
9209	Same	After_12_mos	0.267655
9210	Same	After_12_mos	0.267655
9211	Same	After_6_mos	0.892473
9212	Severely_bad	Now	0
9213	Same	After_12_mos	0.267655
9214	Severely_bad	After_12_mos	0.429236
9215	Slightly_worse	After_12_mos	0.622203
9216	Severely_bad	Now	0
9217	Same	After_6_mos	0.892473
9218	Severely_bad	Now	0
9219	Same	After_6_mos	0.892473
9220	Same	After_6_mos	0.892473
9221	Severely_bad	Now	0
9222	Slightly_worse	After_12_mos	0.622203
9223	Severely_bad	After_6_mos	0.468323
9224	Severely_bad	After_12_mos	0.429236
9225	Severely_bad	After_6_mos	0.468323
9226	Same	Now	1
9227	Slightly_worse	Now	0.750073
9228	Same	After_6_mos	0.892473
9229	Same	After_12_mos	0.267655
9230	Severely_bad	After_12_mos	0.429236
9231	Severely_bad	Now	0
9232	Severely_bad	Now	0
9233	Slightly_worse	After_12_mos	0.622203
9234	Severely_bad	Now	0
9235	Same	Now	1
9236	Slightly_worse	After_12_mos	0.622203
9237	Slightly_worse	After_12_mos	0.622203
9238	Severely_bad	Now	0
9239	Slightly_worse	Now	0.750073
9240	Severely_bad	Now	0
9241	Severely_bad	Now	0
9242	Severely_bad	After_6_mos	0.468323
9243	Severely_bad	Now	0
9244	Severely_bad	After_6_mos	0.468323
